Description,GeoName,Unit,,,,,,,,,,,,,,,,,,,,,,,,,,0
Chemical manufacturing,Maryland,Millions of current dollars,1931.5,2257.2,2733.9,2836.9,3563.1,3027.2,2673.8,2946.4,2576.7,3113.6,3676.5,3111,4389.2,5398.3,5401.4,4254.3,4886.7,4969.5,5627.5,6321.2,6261.9,5534.4,6100.4,7017,7885.2,
Plastics and rubber products manufacturing,Maryland,Millions of current dollars,689.4,741,693,674.8,666.4,784.4,728.1,764.8,746.7,768.3,633,589.7,852.8,791.1,842.1,978.7,1004.1,834.6,967.2,976.2,961,969.4,1026.5,759.7,657.5,
Wholesale trade,Maryland,Millions of current dollars,9096,9494.8,9841.6,10504,10551,10536.8,11117.2,12145.2,13078.5,13629.7,13980.2,14309.6,13555.3,14237.1,14599.4,15133.5,15560.2,16036.5,16873.9,16862.8,17401.9,17974.9,18950.7,18383.4,20842.1,
Retail trade,Maryland,Millions of current dollars,10744.5,11705.9,12214.3,12912,13724.1,14234.9,14882.4,15069,16129.6,16370,16152.2,15557.7,14950.7,15894.2,16354.9,17273.9,17579.7,17913.9,18704.9,19209.9,19461,19846.8,20250.2,20020.9,23209.9,
Transportation and warehousing,Maryland,Millions of current dollars,3588.5,3778.1,4017,4405.1,4558.7,4604,4627.9,5132.4,5591.6,5836.1,5754.3,5917.6,5880.5,6421.2,6602.2,6715.6,6878,7440.4,8111.4,8523.3,8479.8,8936.2,9038.1,8228.7,9277.6,
Air transportation,Maryland,Millions of current dollars,541.3,527.8,611.7,668,653.2,525.8,519.8,655.1,744.2,755.9,801.3,736.6,833.1,1052.7,963.8,1064.6,1093.5,1324.4,1516.9,1772.5,1819.1,1805.1,1830,802.4,1110.5,
Rail transportation,Maryland,Millions of current dollars,190.5,191.8,195.6,221.9,255.3,240.9,224.8,240.7,265.5,277.2,290.2,351.1,352.8,352.3,396.3,437.4,452.3,507.4,525,510.6,477.9,493.8,476.7,394.6,380.4,
Water transportation,Maryland,Millions of current dollars,75.5,73.2,71.1,95.1,110.1,75.8,86.7,75,65.6,83.1,91.4,115.9,132.3,243.3,241.8,213.4,247.5,218.5,225.7,229.7,185.4,195.9,191.3,182.5,197.2,
Truck transportation,Maryland,Millions of current dollars,925.7,1003.6,1094.6,1162.2,1159.7,1140.7,1172.7,1300.2,1353,1425.6,1380,1341.8,1223.6,1198.1,1233.5,1299.6,1307.5,1416.3,1553.9,1621.4,1652.9,1780.3,1901.8,1892.6,2158.2,
Transit and ground passenger transportation,Maryland,Millions of current dollars,408.6,404.6,434.3,496.6,547.3,562.9,657,654.1,699.3,773.4,785.4,778.2,835.5,877.8,957.2,966.2,987.9,1047,1059.6,1021.5,1042.1,1054.7,1101.3,841.1,826.9,
Pipeline transportation,Maryland,Millions of current dollars,52.9,55.1,56.1,48.9,7.9,10.3,8.6,9.4,9.6,9.5,11.5,12.7,13.2,22.9,20.8,24.7,31.8,38.5,35.2,44.8,29.6,34.6,25.4,30.7,36.2,
Other transportation and support activities,Maryland,Millions of current dollars,940,990.5,1047.2,1137.3,1233.7,1377.7,1404.5,1570.2,1721.4,1760.9,1628.9,1778,1697.7,1773.2,1872.3,1825.7,1801.7,1855.9,1957.7,1998.7,2036.3,2162.6,2201.4,2488.3,2778.7,
Warehousing and storage,Maryland,Millions of current dollars,453.9,531.4,506.3,575,591.4,669.8,553.8,627.8,733.1,750.6,765.6,803.3,792.4,900.9,916.3,884.2,955.6,1032.4,1237.4,1324.1,1236.6,1409.1,1310.2,1596.5,1789.5,
Information,Maryland,Millions of current dollars,6148,6909.8,7117,7772.3,8665.1,9506.4,9810.3,11850.3,13259.1,12817.4,10729.6,13920.2,14854.2,17093.2,17376.5,16321.7,15884.6,14071.3,15220.7,16717.1,17102.6,15766.8,14879,15021.2,18446.8,
Publishing industries (except Internet),Maryland,Millions of current dollars,1166.2,1254.4,1366.2,1175.2,1134.4,1648.3,1643.6,1987.3,2145.4,1920,2126.1,2023.9,1887.9,1915.7,2174.7,2172.6,2131,2265.3,2313.2,2784.7,2735.8,3044.5,3312.4,4060.2,6678.5,
